Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,CapCategory,InvestmentRecommendation,AssetAllocation
AFGE,American Financial,$17.99,-0.01,-0.056%,1509923313.0,United States,2020.0,14999,Finance,Property-Casualty Insurers,Small-cap,"High Risk, High Potential Return",Equity – Agg
AFJK,Aimei Health,$10.75,0.0,0.00%,0.0,United States,2024.0,143,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AFL,AFLAC Incorporated,$105.93,1.14,1.088%,58847125213.0,United States,,1442272,Finance,Accident &Health Insurance,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AFMD,Affimed N.V.,$1.08,0.0,0.00%,16445660.0,Germany,2014.0,433370,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AFRI,Forafric Global,$9.78,-0.2,-2.004%,262878596.0,Gibraltar,,8747,Consumer Staples,Packaged Foods,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AFRIW,Forafric Global,$0.98,0.0,0.00%,26341618.0,Gibraltar,,77,Consumer Staples,Packaged Foods,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AFRM,Affirm Holdings,$58.00,-0.21,-0.361%,18215253626.0,United States,2021.0,6062012,Finance,Finance: Consumer Services,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AFYA,Afya Limited,$15.65,0.01,0.064%,1407707374.0,Brazil,2019.0,71062,Real Estate,Other Consumer Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
AG,First Majestic,$5.56,-0.08,-1.418%,1676935231.0,Canada,,17047009,Basic Materials,Precious Metals,Small-cap,"High Risk, High Potential Return",Equity – Agg
AGAE,Allied Gaming,$0.88,-0.0251,-2.773%,38813292.0,United States,2017.0,24513,Consumer Discretionary,Services-Misc. Amusement & Recreation,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AGCO,AGCO Corporation,$100.00,2.64,2.712%,7464528100.0,United States,,497663,Industrials,Industrial Machinery/Components,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AGD,abrdn Global,$10.14,0.05,0.496%,0.0,United States,2006.0,175733,Finance,Trusts Except Educational Religious and Charitable,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AGEN,Agenus ,$3.15,-0.02,-0.631%,73895626.0,United States,2000.0,151875,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AGFY,Agrify Corporation,$26.67,2.25,9.214%,40798352.0,United States,2021.0,30537,Consumer Staples,Farming/Seeds/Milling,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AGI,Alamos Gold,$19.46,0.06,0.309%,8167705644.0,Canada,2015.0,1964440,Basic Materials,Precious Metals,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AGIO,Agios Pharmaceuticals,$31.82,-1.46,-4.387%,1814700805.0,United States,2013.0,1003990,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
AGL,agilon health,$2.96,0.14,4.965%,1219572821.0,United States,2021.0,10034445,Health Care,Misc Health and Biotechnology Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
AGM,Federal Agricultural,$193.55,1.05,0.545%,2106947171.0,United States,,25283,Finance,Finance Companies,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AGM^D,Federal Agricultural,$22.21,0.15,0.68%,,United States,,5238,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AGM^E,Federal Agricultural,$22.44,-0.02,-0.089%,,United States,,4000,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AGM^F,Federal Agricultural,$20.35,-0.4201,-2.023%,,United States,,58956,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AGM^G,Federal Agricultural,$19.19,0.08,0.419%,,United States,,6542,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AGMH,AGM Group,$1.24,0.0,0.00%,32680004.0,Hong Kong,2018.0,9540,Technology,EDP Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AGNC,AGNC Investment,$9.55,0.16,1.704%,8457860405.0,United States,2008.0,17464946,Real Estate,Real Estate Investment Trusts,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AGNCL,AGNC Investment,$24.20,-0.2716,-1.11%,21432483959.0,United States,,29361,Real Estate,Real Estate Investment Trusts,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AGNCM,AGNC Investment,$25.185,0.065,0.259%,22304839194.0,United States,,21982,Real Estate,Real Estate Investment Trusts,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AGNCN,AGNC Investment,$25.72,-0.07,-0.271%,22778656505.0,United States,,14298,Real Estate,Real Estate Investment Trusts,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AGNCO,AGNC Investment,$25.31,0.11,0.437%,22415544173.0,United States,,48806,Real Estate,Real Estate Investment Trusts,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AGNCP,AGNC Investment,$24.65,-0.04,-0.162%,21831021883.0,United States,,123296,Real Estate,Real Estate Investment Trusts,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AGO,Assured Guaranty,$91.58,0.99,1.093%,4661499843.0,Bermuda,2004.0,171408,Finance,Property-Casualty Insurers,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AGRI,AgriFORCE Growing,$2.63,0.01,0.382%,4077278.0,Canada,2021.0,66159,Industrials,Metal Fabrications,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AGRO,Adecoagro S.A.,$9.85,-0.22,-2.185%,1025727908.0,Luxembourg,2011.0,434016,Consumer Staples,Farming/Seeds/Milling,Small-cap,"High Risk, High Potential Return",Equity – Agg
AGS,PlayAGS ,$11.87,-0.03,-0.252%,485800867.0,United States,2018.0,233752,Consumer Discretionary,Miscellaneous manufacturing industries,Small-cap,"High Risk, High Potential Return",Equity – Agg
AGX,Argan ,$175.35,-0.18,-0.103%,2380396591.0,United States,,290672,Consumer Discretionary,Engineering & Construction,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AGYS,Agilysys ,$132.97,0.22,0.166%,3716579315.0,United States,,198118,Technology,EDP Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AHCO,AdaptHealth Corp.,$10.38,0.05,0.484%,1396679748.0,United States,2018.0,869568,Health Care,Medical/Nursing Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
AHG,Akso Health,$1.405,-0.025,-1.748%,338415428.0,China,2017.0,30018,Consumer Discretionary,Business Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
AHH,Armada Hoffler,$9.81,0.14,1.448%,781795580.0,United States,2013.0,631954,Finance,Real Estate,Small-cap,"High Risk, High Potential Return",Equity – Agg
AHH^A,Armada Hoffler,$21.87,0.01,0.046%,,United States,,5298,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AHL^D,Aspen Insurance,$20.53,-0.11,-0.533%,,Bermuda,,55826,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AHL^E,Aspen Insurance,$19.82,-0.05,-0.252%,,Bermuda,,19819,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AHL^F,Aspen Insurance,$25.24,-0.11,-0.434%,,Bermuda,,12262,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AHR,American Healthcare,$28.70,0.78,2.794%,4392890995.0,United States,2024.0,767464,Real Estate,Real Estate Investment Trusts,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AHT,Ashford Hospitality,$8.65,-0.15,-1.705%,47756226.0,United States,2003.0,15936,Real Estate,Real Estate Investment Trusts,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AHT^D,Ashford Hospitality,$16.4591,0.3591,2.23%,,United States,,3782,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AHT^F,Ashford Hospitality,$14.50,0.3571,2.525%,,United States,,459,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AHT^G,Ashford Hospitality,$14.0226,-0.5774,-3.955%,,United States,,600,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AHT^H,Ashford Hospitality,$13.9858,0.0,0.00%,,United States,,14,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AHT^I,Ashford Hospitality,$14.5823,0.3723,2.62%,,United States,,581,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AI,C3.ai ,$32.31,0.58,1.828%,4170100457.0,United States,2020.0,3087821,Technology,Computer Software: Prepackaged Software,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AIEV,Thunder Power,$0.2957,-0.0303,-9.294%,14999283.0,United States,2022.0,222519,Consumer Discretionary,Auto Manufacturing,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIFF,Firefly Neuroscience,$3.91,0.21,5.676%,33248157.0,United States,,1283507,Technology,Computer Software: Prepackaged Software,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIFU,AIX ,$0.3892,0.0182,4.906%,22069751.0,China,2007.0,1360033,Finance,Specialty Insurers,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIG,American International,$74.61,1.54,2.108%,46539433069.0,United States,,4627417,Finance,Life Insurance,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AIHS,Senmiao Technology,$0.8601,-0.0199,-2.261%,9046566.0,China,2018.0,3824,Finance,Finance: Consumer Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIM,AIM ImmunoTech,$0.1972,0.0076,4.008%,12562911.0,United States,1997.0,152644,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIMAU,Aimfinity Investment,$12.00,0.04,0.334%,0.0,United States,2022.0,4488,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIMBU,Aimfinity Investment,$11.9798,0.0798,0.671%,0.0,United States,2022.0,1302,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIMD,Ainos ,$0.6499,-0.0184,-2.753%,8993853.0,United States,,178943,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIMDW,Ainos ,$0.17,0.05,41.667%,2352600.0,United States,,500,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIN,Albany International,$81.31,1.02,1.27%,2545003000.0,United States,,125877,Consumer Discretionary,Textiles,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AIO,Virtus Artificial,$24.00,-0.08,-0.332%,824183328.0,,2019.0,72892,Finance,Finance/Investors Services,Small-cap,"High Risk, High Potential Return",Equity – Agg
AIOT,PowerFleet ,$6.10,-0.15,-2.40%,806045198.0,United States,,1071454,Telecommunications,Telecommunications Equipment,Small-cap,"High Risk, High Potential Return",Equity – Agg
AIP,Arteris ,$11.45,-0.15,-1.293%,460031150.0,United States,2021.0,225055,Technology,Semiconductors,Small-cap,"High Risk, High Potential Return",Equity – Agg
AIR,AAR Corp.,$70.61,1.1,1.583%,2535933366.0,United States,,253326,Industrials,Aerospace,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AIRE,reAlpha Tech,$1.68,-0.12,-6.667%,77052365.0,United States,,186311,Finance,Real Estate,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIRG,Airgain ,$7.20,0.16,2.273%,81681401.0,United States,2016.0,29763,Technology,Radio And Television Broadcasting And Communications Equipment,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIRI,Air Industries,$4.39,0.09,2.093%,14742142.0,United States,,37444,Industrials,Military/Government/Technical,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIRJ,AirJoule Technologies,$8.75,0.37,4.415%,488627694.0,United States,2022.0,50157,Industrials,Industrial Machinery/Components,Small-cap,"High Risk, High Potential Return",Equity – Agg
AIRJW,AirJoule Technologies,$1.25,0.1,8.696%,69803956.0,United States,2022.0,1526,Industrials,Industrial Machinery/Components,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIRS,AirSculpt Technologies,$4.93,-0.07,-1.40%,285359660.0,United States,2021.0,104939,Health Care,Medical/Nursing Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIRT,Air T,$20.00,-0.06,-0.299%,55200940.0,United States,,5164,Consumer Discretionary,Air Freight/Delivery Services,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIRTP,Air T,$17.05,-0.03,-0.176%,47058801.0,United States,,41302,Consumer Discretionary,Air Freight/Delivery Services,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AISP,Airship AI,$5.34,0.21,4.094%,145699310.0,United States,2021.0,1773931,Technology,Computer Software: Prepackaged Software,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AISPW,Airship AI,$1.86,0.065,3.621%,50749198.0,United States,2021.0,141218,Technology,Computer Software: Prepackaged Software,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIT,Applied Industrial,$255.54,2.44,0.964%,9824625765.0,United States,,224888,Consumer Discretionary,Industrial Specialties,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AITR,AI TRANSPORTATION,$10.785,0.0,0.00%,0.0,United States,2024.0,25,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AITRR,AI TRANSPORTATION,$0.1011,0.0,0.00%,0.0,United States,2024.0,44,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AITRU,AI TRANSPORTATION,$10.90,0.0,0.00%,0.0,United States,2023.0,2,,,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIV,Apartment Investment,$9.04,-0.08,-0.877%,1277075087.0,United States,1994.0,1449710,Real Estate,Real Estate Investment Trusts,Small-cap,"High Risk, High Potential Return",Equity – Agg
AIXI,XIAO-I Corporation,$5.14,-0.2,-3.745%,43009032.0,China,2023.0,102184,Technology,Computer Software: Prepackaged Software,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AIZ,Assurant ,$211.68,2.66,1.273%,10856511752.0,United States,2004.0,210424,Finance,Property-Casualty Insurers,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AIZN,Assurant ,$20.325,0.225,1.119%,1042415917.0,United States,2020.0,22804,Finance,Property-Casualty Insurers,Small-cap,"High Risk, High Potential Return",Equity – Agg
AJG,Arthur J.,$295.79,5.6,1.93%,64896326000.0,United States,,1230484,Finance,Specialty Insurers,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AKA,a.k.a. Brands,$17.00,-0.48,-2.746%,180886681.0,,2021.0,13101,Consumer Discretionary,Catalog/Specialty Distribution,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AKAM,Akamai Technologies,$90.50,-0.02,-0.022%,13595542233.0,United States,1999.0,1142582,Consumer Discretionary,Business Services,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
AKAN,Akanda Corp.,$1.67,0.06,3.727%,2382778.0,United Kingdom,2022.0,115015,Health Care, Medicinal Chemicals and Botanical Products ,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AKBA,Akebia Therapeutics,$1.93,-0.01,-0.515%,421089720.0,United States,2014.0,1398980,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
AKO/A,Embotelladora Andina,$14.96,0.59,4.106%,,Chile,,1202,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AKO/B,Embotelladora Andina,$18.44,-0.6,-3.151%,,Chile,,5272,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
AKR,Acadia Realty,$22.90,0.44,1.959%,2740097347.0,United States,,803910,Real Estate,Real Estate Investment Trusts,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
AKRO,Akero Therapeutics,$24.01,1.7,7.62%,1675877543.0,United States,2019.0,1242789,Health Care,Biotechnology: Pharmaceutical Preparations,Small-cap,"High Risk, High Potential Return",Equity – Agg
AKTX,Akari Therapeutics,$1.20,-0.05,-4.00%,29710270.0,United Kingdom,,7061,Health Care,Biotechnology: Pharmaceutical Preparations,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AKYA,Akoya BioSciences,$2.76,0.01,0.364%,136794945.0,United States,2021.0,366283,Industrials,Biotechnology: Laboratory Analytical Instruments,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
AL,Air Lease,$46.04,-1.02,-2.167%,5127791739.0,United States,2011.0,589021,Consumer Discretionary,Diversified Commercial Services,Mid-cap,"Moderate Risk, Good Growth Potential",Equity – Mod
ALAB,Astera Labs,$127.90,-3.87,-2.937%,20286328099.0,United States,2024.0,4183453,Technology,Semiconductors,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
ALAR,Alarum Technologies,$10.32,-0.18,-1.714%,70898400.0,Israel,2018.0,99394,Technology,Computer Software: Prepackaged Software,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ALB,Albemarle Corporation,$94.32,-0.83,-0.872%,11086404774.0,United States,,2082792,Industrials,Major Chemicals,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
ALB^A,Albemarle Corporation,$44.04,-0.53,-1.189%,,United States,,359153,,,Mega-cap,"Lowest Risk, Strong Stable Returns",Equity – Mod
ALBT,Avalon GloboCare,$3.4666,-0.3034,-8.048%,3793227.0,United States,,12335,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ALC,Alcon ,$84.14,0.87,1.045%,42044758000.0,Switzerland,2019.0,1199200,Health Care,Ophthalmic Goods,Large-cap,"Lower Risk, Stable Returns",Equity – Mod
ALCE,Alternus Clean,$0.532,0.002,0.377%,2324457.0,United States,2022.0,277765,Utilities,Power Generation,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ALCO,Alico ,$32.80,2.45,8.072%,250364663.0,United States,,129883,,,Micro-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ALCY,Alchemy Investments,$11.05,0.0,0.00%,0.0,United States,2023.0,16,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
ALCYW,Alchemy Investments,$0.1001,0.0,0.00%,0.0,United States,2023.0,2500,Finance,Blank Checks,Nano-cap,"Very High Risk, Potential for High Returns",Equity – Agg
